opportunity_id,customer_id,city,state,region,industry,customer_segment,company_size,existing_customer,customer_health_score,account_id,sales_rep_id,sales_team_id,created_date,product_id,product,product_category,lead_source,contract_type,deal_type,new_or_existing_customer,opportunity_amount,discount_percentage,net_deal_value,competitor_present,competitor_name,decision_makers_count,engagement_score,expected_close_date,sales_stage,previous_stage,stage_entry_date,actual_close_date,deal_status,lost_reason,last_activity_date,activity_gap_days,next_follow_up_date,sales_cycle_days,total_opportunity_age_days,days_in_current_stage,quarter,month,year,meeting_count,email_count,call_count,demo_count,follow_up_count,proposal_sent,win_probability,weighted_value,forecast_category,risk_score,risk_level,risk_drivers,recommended_action,health_stage_progression,health_recency,health_age,health_engagement,health_close_plan,health_historical_conversion,health_size_balance,health_next_action,health_score,health_category,forecast_risk_value
524,3638,Pune,Maharashtra,West,BFSI,Enterprise,711,True,39,3638,20,2,2024-03-19,1,Cloud Enablement,Services,Event,Project,Renewal,Existing,2309874.09,18.9,1873307.89,False,None,4,65.6,2024-07-30,Closed Lost,Discovery,2024-05-18,2024-05-18,Closed Lost,Internal approval delay,2024-05-02,16,,60.0,60,0,1,3,2024,1,1,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
525,13029,Chennai,Tamil Nadu,South,BFSI,SMB,94,True,81,13029,12,1,2025-06-29,3,Data Advisory,Services,Inbound,Project,Expansion,Existing,186789.71,9.77,168540.36,False,None,2,60.5,2025-11-20,Closed Lost,Demo,2025-09-15,2025-09-15,Closed Lost,Other,2025-09-07,8,,78.0,78,0,2,6,2025,0,1,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
526,12463,Bhubaneswar,Odisha,East,Healthcare,Enterprise,927,True,88,12463,40,4,2024-01-13,4,Security Services,Services,Inbound,Multi-year,Renewal,Existing,2586797.52,9.71,2335619.48,True,Competitor B,5,48.0,2024-05-14,Closed Lost,Lead,2024-01-30,2024-01-30,Closed Lost,No decision,2024-01-25,5,,17.0,17,0,1,1,2024,2,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
527,444,Pune,Maharashtra,West,Retail,Mid-market,111,False,36,444,15,2,2025-09-03,1,Cloud Enablement,Services,Referral,Annual,New business,New,532872.67,7.47,493067.08,False,None,2,89.9,2026-01-20,Closed Lost,Discovery,2025-09-29,2025-09-29,Closed Lost,Product mismatch,2025-09-22,7,,26.0,26,0,3,9,2025,3,1,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
528,1478,Pune,Maharashtra,West,Manufacturing,SMB,91,False,81,1478,16,2,2025-08-10,3,Data Advisory,Services,Partner,Multi-year,New business,New,632598.6,18.0,518730.85,True,Competitor A,4,10.9,2025-11-16,Closed Lost,Lead,2025-09-04,2025-09-04,Closed Lost,Timing,2025-08-24,11,,25.0,25,0,3,8,2025,0,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
529,6142,Bengaluru,Karnataka,South,IT Services,Enterprise,270,False,94,6142,11,1,2026-07-27,3,Data Advisory,Services,Inbound,Project,New business,New,1181863.17,5.63,1115324.27,False,None,6,53.0,2026-12-13,Qualified,Lead,2026-08-09,,Open,,2026-08-21,10,2026-09-05,,35,22,3,7,2026,0,2,0,0,2,False,0.3235641607653036,360878.96140372485,Pipeline,0,Low,,,4.166666666666666,8.333333333333334,10.069444444444445,6.625,12.5,4.044552009566295,12.5,12.5,70.7,Healthy,0.0
530,2600,Pune,Maharashtra,West,Manufacturing,Enterprise,477,False,35,2600,24,2,2024-10-14,2,Workflow Suite,Software,Outbound,Annual,New business,New,1297193.47,2.34,1266839.14,False,None,4,45.5,2025-01-09,Closed Lost,Proposal,2025-03-03,2025-03-03,Closed Lost,Internal approval delay,2025-02-10,21,,140.0,140,0,4,10,2024,0,0,1,0,3,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
531,5024,Pune,Maharashtra,West,Manufacturing,SMB,52,False,66,5024,21,2,2026-03-10,4,Security Services,Services,Referral,Annual,New business,New,317371.79,7.36,294013.23,False,None,3,28.3,2026-07-21,Closed Won,Negotiation,2026-08-28,2026-08-28,Closed Won,,2026-05-18,102,,171.0,171,0,1,3,2026,0,1,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
532,3025,Mumbai,Maharashtra,West,Healthcare,Mid-market,189,True,85,3025,16,2,2026-05-01,2,Workflow Suite,Software,Outbound,Project,Renewal,Existing,496264.24,8.19,455620.2,False,None,4,59.8,2026-08-22,Closed Lost,Discovery,2026-06-05,2026-06-05,Closed Lost,Budget constraints,2026-06-04,1,,35.0,35,0,2,5,2026,0,0,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
533,13871,Bengaluru,Karnataka,South,BFSI,SMB,126,False,46,13871,7,1,2025-09-02,2,Workflow Suite,Software,Inbound,Multi-year,New business,New,353706.95,6.04,332343.05,True,Competitor A,2,69.4,2025-12-01,Closed Won,Negotiation,2025-12-11,2025-12-11,Closed Won,,2025-10-23,49,,100.0,100,0,3,9,2025,0,0,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
534,11392,Mumbai,Maharashtra,West,Retail,Mid-market,102,True,95,11392,13,2,2023-06-16,2,Workflow Suite,Software,Referral,Annual,Expansion,Existing,174159.9,6.48,162874.34,False,None,1,40.4,2023-09-01,Closed Won,Negotiation,2023-11-17,2023-11-17,Closed Won,,2023-08-05,104,,154.0,154,0,2,6,2023,1,0,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
535,3072,Pune,Maharashtra,West,IT Services,Enterprise,1152,True,90,3072,24,2,2024-08-26,1,Cloud Enablement,Services,Outbound,Annual,Expansion,Existing,2438154.29,10.96,2170932.58,False,None,3,46.6,2024-11-08,Closed Won,Negotiation,2024-12-08,2024-12-08,Closed Won,,2024-12-07,1,,104.0,104,0,3,8,2024,1,1,2,0,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
536,4733,Kolkata,West Bengal,East,IT Services,Enterprise,810,True,95,4733,43,4,2026-05-20,2,Workflow Suite,Software,Outbound,Annual,Expansion,Existing,1517726.33,4.97,1442295.33,False,None,4,67.0,2026-08-15,Proposal,Demo,2026-08-11,,Open,,2026-08-12,19,2026-08-20,,103,20,2,5,2026,0,1,2,0,0,True,0.5816749478670545,838947.0608866463,Best Case,20,Low,Close date pressure; No future follow-up,Confirm procurement milestones; Schedule a dated next action,10.416666666666668,4.583333333333334,5.347222222222222,8.375,0.0,7.270936848338182,12.5,0.0,48.5,Watch,167789.41217732924
537,11550,Chennai,Tamil Nadu,South,Manufacturing,SMB,58,False,55,11550,3,1,2024-03-15,4,Security Services,Services,Inbound,Project,New business,New,98760.43,7.81,91047.24,False,None,4,45.8,2024-07-22,Closed Lost,Negotiation,2024-07-21,2024-07-21,Closed Lost,Duplicate opportunity,2024-04-22,90,,128.0,128,0,1,3,2024,0,2,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
538,14701,Bengaluru,Karnataka,South,IT Services,SMB,55,True,56,14701,8,1,2023-04-20,4,Security Services,Services,Outbound,Annual,Expansion,Existing,139057.52,7.19,129059.28,False,None,3,56.8,2023-07-19,Closed Won,Negotiation,2023-12-04,2023-12-04,Closed Won,,2023-11-22,12,,228.0,228,0,2,4,2023,0,1,1,0,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
539,16565,Pune,Maharashtra,West,Manufacturing,SMB,51,False,37,16565,19,2,2024-01-22,3,Data Advisory,Services,Inbound,Annual,New business,New,220935.49,14.55,188789.38,True,Competitor C,3,61.4,2024-03-25,Closed Won,Negotiation,2024-04-11,2024-04-11,Closed Won,,2024-04-11,0,,80.0,80,0,1,1,2024,1,4,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
540,1533,Bhubaneswar,Odisha,East,Manufacturing,Mid-market,300,False,47,1533,47,4,2026-04-10,3,Data Advisory,Services,Outbound,Project,New business,New,1637645.12,14.61,1398385.17,True,Competitor A,4,35.4,2026-07-13,Closed Lost,Lead,2026-05-14,2026-05-14,Closed Lost,No decision,2026-05-10,4,,34.0,34,0,2,4,2026,1,3,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
541,10415,Mumbai,Maharashtra,West,IT Services,SMB,74,False,66,10415,15,2,2024-12-04,3,Data Advisory,Services,Inbound,Annual,New business,New,210722.66,2.07,206360.7,False,None,2,87.9,2025-03-09,Closed Lost,Negotiation,2025-03-02,2025-03-02,Closed Lost,Other,2025-02-21,9,,88.0,88,0,4,12,2024,1,4,1,0,3,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
542,15611,Jaipur,Rajasthan,North,Manufacturing,SMB,42,True,95,15611,27,3,2025-11-01,3,Data Advisory,Services,Referral,Multi-year,Expansion,Existing,609577.7,10.72,544230.97,True,Competitor B,4,79.6,2026-03-06,Closed Won,Negotiation,2026-03-09,2026-03-09,Closed Won,,2026-02-09,28,,128.0,128,0,4,11,2025,1,4,3,1,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
543,14869,Bhubaneswar,Odisha,East,Healthcare,SMB,55,True,72,14869,40,4,2024-05-02,4,Security Services,Services,Referral,Project,Renewal,Existing,286485.88,7.16,265973.49,True,Competitor B,2,51.2,2024-08-12,Closed Won,Negotiation,2024-09-21,2024-09-21,Closed Won,,2024-07-10,73,,142.0,142,0,2,5,2024,0,0,2,1,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
544,84,Kolkata,West Bengal,East,Retail,Mid-market,234,False,36,84,42,4,2025-06-16,1,Cloud Enablement,Services,Inbound,Annual,New business,New,1155648.24,0.94,1144785.15,False,None,2,61.7,2025-09-06,Closed Lost,Proposal,2025-08-28,2025-08-28,Closed Lost,No decision,2025-08-03,25,,73.0,73,0,2,6,2025,0,1,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
545,797,Bhubaneswar,Odisha,East,IT Services,Enterprise,918,False,43,797,48,4,2024-11-17,1,Cloud Enablement,Services,Outbound,Annual,New business,New,3104429.64,7.93,2858248.37,False,None,4,49.9,2025-02-24,Closed Lost,Proposal,2025-02-16,2025-02-16,Closed Lost,Budget constraints,2024-12-24,54,,91.0,91,0,4,11,2024,0,1,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
546,15289,Jaipur,Rajasthan,North,IT Services,Enterprise,909,False,91,15289,29,3,2024-12-12,3,Data Advisory,Services,Referral,Annual,New business,New,6235837.56,7.72,5754430.9,False,None,3,42.6,2025-04-29,Closed Lost,Demo,2025-04-07,2025-04-07,Closed Lost,Other,2025-02-27,39,,116.0,116,0,4,12,2024,1,1,1,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
547,3889,Chennai,Tamil Nadu,South,IT Services,SMB,61,False,59,3889,9,1,2026-03-13,3,Data Advisory,Services,Inbound,Annual,New business,New,284162.92,4.87,270324.19,True,Competitor C,2,36.1,2026-07-04,Closed Lost,Demo,2026-07-01,2026-07-01,Closed Lost,No decision,2026-06-15,16,,110.0,110,0,1,3,2026,2,1,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
548,2177,Bengaluru,Karnataka,South,Healthcare,SMB,97,False,44,2177,6,1,2025-11-24,1,Cloud Enablement,Services,Event,Project,New business,New,347032.31,3.05,336447.82,True,Competitor B,4,33.9,2026-02-11,Closed Lost,Qualified,2025-12-20,2025-12-20,Closed Lost,Internal approval delay,2025-12-13,7,,26.0,26,0,4,11,2025,0,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
549,2438,Jaipur,Rajasthan,North,IT Services,Mid-market,426,False,38,2438,28,3,2025-08-07,3,Data Advisory,Services,Inbound,Annual,New business,New,1905512.78,3.43,1840153.69,True,Competitor A,2,57.7,2025-12-08,Closed Lost,Lead,2025-08-26,2025-08-26,Closed Lost,Competitor selected,2025-08-18,8,,19.0,19,0,3,8,2025,1,0,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
550,390,Chennai,Tamil Nadu,South,Retail,SMB,60,False,50,390,12,1,2023-10-02,3,Data Advisory,Services,Event,Annual,New business,New,252404.33,5.46,238623.05,False,None,3,77.4,2023-12-30,Closed Lost,Discovery,2024-01-10,2024-01-10,Closed Lost,Customer priorities changed,2023-12-02,39,,100.0,100,0,4,10,2023,3,1,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
551,7024,Jaipur,Rajasthan,North,Healthcare,Mid-market,276,False,71,7024,28,3,2024-12-29,2,Workflow Suite,Software,Inbound,Project,New business,New,599520.56,1.22,592206.41,False,None,1,41.9,2025-04-10,Closed Lost,Demo,2025-02-05,2025-02-05,Closed Lost,Product mismatch,2025-01-29,7,,38.0,38,0,4,12,2024,1,2,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
552,4478,Mumbai,Maharashtra,West,Healthcare,SMB,134,True,71,4478,16,2,2023-10-07,4,Security Services,Services,Partner,Multi-year,Renewal,Existing,1494347.03,8.63,1365384.88,True,Competitor B,4,16.4,2024-01-22,Closed Lost,Discovery,2024-03-03,2024-03-03,Closed Lost,Competitor selected,2023-12-01,93,,148.0,148,0,4,10,2023,1,1,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
553,1152,Delhi,Delhi,North,Healthcare,SMB,61,False,70,1152,28,3,2024-11-20,2,Workflow Suite,Software,Outbound,Annual,New business,New,170697.83,4.76,162572.61,True,Competitor A,2,90.3,2025-03-03,Closed Lost,Lead,2024-11-25,2024-11-25,Closed Lost,Budget constraints,2024-11-24,1,,5.0,5,0,4,11,2024,1,2,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
554,5609,Delhi,Delhi,North,Healthcare,SMB,134,False,59,5609,31,3,2026-08-01,4,Security Services,Services,Referral,Annual,New business,New,492875.09,2.64,479863.19,True,Competitor B,1,31.4,2026-11-04,Discovery,Qualified,2026-08-20,,Open,,2026-08-30,1,2026-09-02,,30,11,3,8,2026,0,4,0,0,0,False,0.4055827312300857,194624.22321698154,Best Case,15,Low,Low engagement; Competitor present,Re-engage the decision maker; Clarify differentiation and buying criteria,6.25,12.083333333333334,10.416666666666668,3.925,12.5,5.069784140376071,12.5,12.5,75.2,Healthy,29193.63348254723
555,5002,Bengaluru,Karnataka,South,Retail,Mid-market,357,True,90,5002,1,1,2024-07-20,4,Security Services,Services,Inbound,Project,Expansion,Existing,1657118.52,14.36,1419156.3,True,Competitor B,1,35.0,2024-09-12,Closed Lost,Lead,2024-08-13,2024-08-13,Closed Lost,No decision,2024-08-10,3,,24.0,24,0,3,7,2024,0,1,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
556,12256,Bengaluru,Karnataka,South,Retail,SMB,66,True,40,12256,8,1,2026-04-24,1,Cloud Enablement,Services,Referral,Annual,Renewal,Existing,128920.66,7.14,119715.72,False,None,1,21.7,2026-08-23,Closed Lost,Demo,2026-07-16,2026-07-16,Closed Lost,Internal approval delay,2026-05-09,68,,83.0,83,0,2,4,2026,0,1,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
557,3252,Jaipur,Rajasthan,North,Healthcare,Enterprise,423,False,88,3252,27,3,2023-04-17,2,Workflow Suite,Software,Outbound,Annual,New business,New,1661795.77,5.88,1564082.18,True,Competitor B,6,47.5,2023-10-30,Closed Lost,Demo,2023-06-28,2023-06-28,Closed Lost,Duplicate opportunity,2023-06-19,9,,72.0,72,0,2,4,2023,1,1,4,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
558,14971,Bengaluru,Karnataka,South,Retail,SMB,65,False,51,14971,9,1,2026-08-08,4,Security Services,Services,Partner,Project,New business,New,94363.67,3.36,91193.05,True,Competitor A,1,55.7,2026-09-26,Discovery,Qualified,2026-08-27,,Open,,2026-08-31,0,2026-09-07,,23,4,3,8,2026,1,1,1,0,0,False,0.4055827312300857,36986.326288201766,Best Case,5,Low,Competitor present,Clarify differentiation and buying criteria,6.25,12.5,10.902777777777779,6.9625,12.5,5.069784140376071,12.5,12.5,79.2,Healthy,1849.3163144100881
559,1709,Chennai,Tamil Nadu,South,Retail,SMB,56,False,80,1709,8,1,2025-02-05,1,Cloud Enablement,Services,Outbound,Annual,New business,New,484290.69,4.88,460657.3,False,None,1,19.2,2025-04-22,Closed Lost,Lead,2025-02-12,2025-02-12,Closed Lost,Competitor selected,2025-02-12,0,,7.0,7,0,1,2,2025,0,1,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
560,6430,Chennai,Tamil Nadu,South,Manufacturing,Enterprise,927,False,84,6430,2,1,2026-01-09,4,Security Services,Services,Outbound,Multi-year,New business,New,3465740.56,3.05,3360035.47,False,None,3,78.1,2026-05-19,Closed Lost,Discovery,2026-02-24,2026-02-24,Closed Lost,No decision,2026-02-24,0,,46.0,46,0,1,1,2026,0,3,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
561,16135,Pune,Maharashtra,West,Retail,Mid-market,84,False,43,16135,16,2,2024-09-03,2,Workflow Suite,Software,Inbound,Project,New business,New,209799.88,8.09,192827.07,False,None,2,36.2,2024-11-18,Closed Lost,Lead,2024-09-10,2024-09-10,Closed Lost,Timing,2024-09-07,3,,7.0,7,0,3,9,2024,0,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
562,4189,Bengaluru,Karnataka,South,Retail,Mid-market,117,True,66,4189,7,1,2026-07-26,1,Cloud Enablement,Services,Outbound,Project,Renewal,Existing,414571.35,9.62,374689.59,True,Competitor B,4,86.9,2027-01-17,Qualified,Lead,2026-08-11,,Open,,2026-08-27,4,2026-09-03,,36,20,3,7,2026,1,3,0,0,3,False,0.3235641607653036,121236.1227358457,Pipeline,5,Low,Competitor present,Clarify differentiation and buying criteria,4.166666666666666,10.833333333333334,10.0,10.8625,12.5,4.044552009566295,12.5,12.5,77.4,Healthy,6061.806136792285
563,13877,Jaipur,Rajasthan,North,Healthcare,Mid-market,270,False,53,13877,28,3,2023-08-06,2,Workflow Suite,Software,Inbound,Annual,New business,New,989910.28,6.69,923685.28,False,None,2,82.0,2023-11-19,Closed Won,Negotiation,2023-11-04,2023-11-04,Closed Won,,2023-10-02,33,,90.0,90,0,3,8,2023,0,1,1,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
565,1171,Jaipur,Rajasthan,North,IT Services,SMB,130,False,86,1171,31,3,2025-07-09,4,Security Services,Services,Event,Annual,New business,New,209378.93,5.94,196941.82,True,Competitor A,4,64.3,2025-10-20,Closed Lost,Discovery,2025-09-20,2025-09-20,Closed Lost,Poor engagement,2025-09-20,0,,73.0,73,0,3,7,2025,1,4,0,0,4,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
566,14597,Delhi,Delhi,North,Healthcare,SMB,80,False,86,14597,33,3,2025-03-01,1,Cloud Enablement,Services,Outbound,Project,New business,New,257165.99,7.58,237672.81,False,None,2,20.2,2025-05-28,Closed Lost,Lead,2025-03-15,2025-03-15,Closed Lost,Product mismatch,2025-03-13,2,,14.0,14,0,1,3,2025,0,4,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
567,13293,Bengaluru,Karnataka,South,Healthcare,SMB,97,False,67,13293,12,1,2024-06-29,2,Workflow Suite,Software,Referral,Annual,New business,New,158725.69,6.29,148741.84,True,Competitor C,3,69.3,2024-08-20,Closed Won,Negotiation,2025-02-14,2025-02-14,Closed Won,,2024-09-10,157,,230.0,230,0,2,6,2024,1,0,1,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
568,901,Bengaluru,Karnataka,South,IT Services,SMB,127,False,92,901,5,1,2025-09-24,2,Workflow Suite,Software,Inbound,Annual,New business,New,132720.64,1.87,130238.76,True,Competitor A,4,48.8,2025-12-19,Closed Lost,Lead,2025-10-11,2025-10-11,Closed Lost,Competitor selected,2025-10-07,4,,17.0,17,0,3,9,2025,1,2,2,0,3,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
569,8356,Bhubaneswar,Odisha,East,IT Services,SMB,82,True,79,8356,41,4,2024-10-20,3,Data Advisory,Services,Outbound,Annual,Renewal,Existing,237112.82,9.71,214089.17,False,None,4,26.2,2025-02-23,Closed Lost,Lead,2024-10-29,2024-10-29,Closed Lost,No decision,2024-10-29,0,,9.0,9,0,4,10,2024,1,1,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
570,7241,Delhi,Delhi,North,Healthcare,Mid-market,102,False,38,7241,36,3,2024-08-05,4,Security Services,Services,Inbound,Annual,New business,New,313601.38,9.61,283464.29,False,None,1,56.1,2024-11-14,Closed Lost,Negotiation,2024-11-28,2024-11-28,Closed Lost,No decision,2024-11-01,27,,115.0,115,0,3,8,2024,0,3,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
571,11732,Mumbai,Maharashtra,West,BFSI,Enterprise,891,False,63,11732,16,2,2023-09-29,3,Data Advisory,Services,Partner,Project,New business,New,2882110.62,1.7,2833114.74,True,Competitor A,3,50.3,2024-01-23,Closed Lost,Qualified,2023-10-29,2023-10-29,Closed Lost,Competitor selected,2023-10-20,9,,30.0,30,0,3,9,2023,2,2,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
572,3678,Kolkata,West Bengal,East,Manufacturing,SMB,69,False,43,3678,40,4,2025-04-09,4,Security Services,Services,Partner,Annual,New business,New,159793.37,6.26,149790.31,False,None,4,82.3,2025-07-16,Closed Won,Negotiation,2025-07-03,2025-07-03,Closed Won,,2025-06-27,6,,85.0,85,0,2,4,2025,2,1,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
573,5243,Bhubaneswar,Odisha,East,IT Services,Mid-market,270,False,78,5243,43,4,2024-06-02,4,Security Services,Services,Outbound,Project,New business,New,493969.71,3.73,475544.64,True,Competitor A,2,31.0,2024-09-10,Closed Lost,Proposal,2024-09-18,2024-09-18,Closed Lost,Competitor selected,2024-08-10,39,,108.0,108,0,2,6,2024,1,0,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
574,5949,Bhubaneswar,Odisha,East,BFSI,Mid-market,417,True,75,5949,44,4,2024-01-24,4,Security Services,Services,Partner,Multi-year,Expansion,Existing,3215504.52,8.51,2941865.09,False,None,2,10.6,2024-05-23,Closed Won,Negotiation,2024-05-19,2024-05-19,Closed Won,,2024-05-19,0,,116.0,116,0,1,1,2024,0,0,1,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
575,13737,Pune,Maharashtra,West,BFSI,SMB,117,False,40,13737,18,2,2025-01-16,1,Cloud Enablement,Services,Partner,Project,New business,New,493816.42,5.27,467792.29,False,None,2,34.2,2025-03-28,Closed Won,Negotiation,2025-05-25,2025-05-25,Closed Won,,2025-05-23,2,,129.0,129,0,1,1,2025,0,0,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
576,4351,Delhi,Delhi,North,Manufacturing,SMB,60,False,74,4351,34,3,2025-12-05,4,Security Services,Services,Event,Project,New business,New,212591.46,2.19,207935.71,False,None,2,64.1,2026-03-23,Closed Lost,Discovery,2026-02-08,2026-02-08,Closed Lost,Budget constraints,2026-02-02,6,,65.0,65,0,4,12,2025,0,0,1,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
577,4711,Mumbai,Maharashtra,West,Retail,Enterprise,225,False,69,4711,15,2,2025-05-22,2,Workflow Suite,Software,Outbound,Multi-year,New business,New,1294689.35,9.11,1176743.15,False,None,4,81.1,2025-10-11,Closed Lost,Qualified,2025-06-27,2025-06-27,Closed Lost,Budget constraints,2025-06-26,1,,36.0,36,0,2,5,2025,1,0,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
